-4.05e0 2.0e-5 nan

-3.842308e0 2.0e-5 nan

-3.6346161e0 2.0e-5 nan

-3.4269241e0 2.0e-5 nan

-3.2192322e0 2.0e-5 nan

-3.0115402e0 2.0e-5 nan

-2.8038483e0 0.0e0 nan

-2.5961563e0 0.0e0 nan

-2.3884644e0 0.0e0 nan

-2.1807724e0 2.0e-5 nan

-1.9730804e0 -2.00002e0 nan

-1.7653885e0 -2.00002e0 nan

-1.5576965e0 -2.0e0 nan

-1.3500046e0 -2.0e0 nan

-1.1423126e0 -2.00002e0 nan

-9.346207e-1 -2.00004e0 nan

-7.269287e-1 -2.00004e0 nan

-5.192367e-1 -2.00004e0 nan

-3.115447e-1 -2.00004e0 nan

-1.0385269e-1 -2.00004e0 nan

1.0383931e-1 -2.00004e0 nan

3.1153131e-1 -2.00004e0 nan

5.1922331e-1 -2.00004e0 nan

7.2691531e-1 -2.00004e0 nan

9.3460732e-1 -2.00004e0 nan

1.14229932e0 -2.00002e0 nan

1.3499913e0 -2.0e0 nan

1.5576833e0 -2.0e0 nan

1.7653752e0 -2.00002e0 nan

1.9730672e0 -2.00002e0 nan

2.1807591e0 2.0e-5 nan

2.3884511e0 0.0e0 nan

2.596143e0 0.0e0 nan

2.803835e0 0.0e0 nan

3.011527e0 2.0e-5 nan

3.2192189e0 2.0e-5 nan

3.4269109e0 2.0e-5 nan

3.6346028e0 2.0e-5 nan

3.8422948e0 2.0e-5 nan

4.0499867e0 2.0e-5 nan
